Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	response to ionizing radiation (GO:0010212)	1/72	4.903007e-01	5.746706e-01	0	0	1.503083e+00	1.071302e+00	H2AX
GO_Biological_Process_2021	cell junction organization (GO:0034330)	1/72	4.903007e-01	5.746706e-01	0	0	1.503083e+00	1.071302e+00	ACTB
GO_Biological_Process_2021	cytoskeleton-dependent cytokinesis (GO:0061640)	1/72	4.903007e-01	5.746706e-01	0	0	1.503083e+00	1.071302e+00	CENPA
GO_Biological_Process_2021	regulation of mitotic cell cycle (GO:0007346)	2/178	4.946624e-01	5.788432e-01	0	0	1.212821e+00	8.536803e-01	L3MBTL1;PRMT5
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/74	4.997712e-01	5.829318e-01	0	0	1.461755e+00	1.013880e+00	ACTB
GO_Biological_Process_2021	negative regulation of protein binding (GO:0032091)	1/74	4.997712e-01	5.829318e-01	0	0	1.461755e+00	1.013880e+00	ACTB
GO_Biological_Process_2021	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	1/75	5.044406e-01	5.874292e-01	0	0	1.441928e+00	9.867192e-01	KMT2A
GO_Biological_Process_2021	regulation of BMP signaling pathway (GO:0030510)	1/76	5.090666e-01	5.890162e-01	0	0	1.422631e+00	9.605267e-01	TRIM33
GO_Biological_Process_2021	regulation of cell division (GO:0051302)	1/76	5.090666e-01	5.890162e-01	0	0	1.422631e+00	9.605267e-01	MLLT3
GO_Biological_Process_2021	cell morphogenesis involved in neuron differentiation (GO:0048667)	1/76	5.090666e-01	5.890162e-01	0	0	1.422631e+00	9.605267e-01	ACTB
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	1/76	5.090666e-01	5.890162e-01	0	0	1.422631e+00	9.605267e-01	TRIM24
GO_Biological_Process_2021	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	1/77	5.136497e-01	5.933681e-01	0	0	1.403841e+00	9.352580e-01	UBB
GO_Biological_Process_2021	protein modification process (GO:0036211)	1/78	5.181902e-01	5.967039e-01	0	0	1.385539e+00	9.108711e-01	UBA52
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	1/78	5.181902e-01	5.967039e-01	0	0	1.385539e+00	9.108711e-01	MACROH2A1
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	6/621	5.202074e-01	5.980729e-01	0	0	1.040596e+00	6.800584e-01	UBB;H3C13;UBC;H3C1;UBA52;SMARCA4
GO_Biological_Process_2021	axon development (GO:0061564)	1/79	5.226886e-01	5.999700e-01	0	0	1.367706e+00	8.873260e-01	ACTB
GO_Biological_Process_2021	negative regulation of cellular component organization (GO:0051129)	1/80	5.271452e-01	6.003136e-01	0	0	1.350325e+00	8.645852e-01	EP300
GO_Biological_Process_2021	negative regulation of cellular response to growth factor stimulus (GO:0090288)	1/80	5.271452e-01	6.003136e-01	0	0	1.350325e+00	8.645852e-01	TRIM33
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	1/80	5.271452e-01	6.003136e-01	0	0	1.350325e+00	8.645852e-01	EP300
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	1/80	5.271452e-01	6.003136e-01	0	0	1.350325e+00	8.645852e-01	EP300
GO_Biological_Process_2021	regulation of protein localization to plasma membrane (GO:1903076)	1/80	5.271452e-01	6.003136e-01	0	0	1.350325e+00	8.645852e-01	ACTB
GO_Biological_Process_2021	positive regulation of cellular amide metabolic process (GO:0034250)	1/81	5.315604e-01	6.043883e-01	0	0	1.333378e+00	8.426132e-01	RPL26
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/82	5.359346e-01	6.074486e-01	0	0	1.316850e+00	8.213764e-01	ACTB
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	1/82	5.359346e-01	6.074486e-01	0	0	1.316850e+00	8.213764e-01	ACTB
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	3/303	5.371789e-01	6.079046e-01	0	0	1.066339e+00	6.626487e-01	UBB;UBC;UBA52
GO_Biological_Process_2021	response to insulin (GO:0032868)	1/84	5.445614e-01	6.152948e-01	0	0	1.284989e+00	7.809833e-01	KAT2B
GO_Biological_Process_2021	regulation of cell cycle G2/M phase transition (GO:1902749)	1/85	5.488149e-01	6.181659e-01	0	0	1.269627e+00	7.617686e-01	MACROH2A1
GO_Biological_Process_2021	positive regulation of protein catabolic process (GO:0045732)	1/85	5.488149e-01	6.181659e-01	0	0	1.269627e+00	7.617686e-01	BARD1
GO_Biological_Process_2021	glucose homeostasis (GO:0042593)	1/86	5.530288e-01	6.219420e-01	0	0	1.254626e+00	7.431720e-01	RPS6
GO_Biological_Process_2021	negative regulation of binding (GO:0051100)	1/88	5.613395e-01	6.293279e-01	0	0	1.225660e+00	7.077321e-01	ACTB
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	1/88	5.613395e-01	6.293279e-01	0	0	1.225660e+00	7.077321e-01	EP300
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	1/90	5.694966e-01	6.364962e-01	0	0	1.197996e+00	6.744746e-01	MACROH2A1
GO_Biological_Process_2021	protein complex oligomerization (GO:0051259)	1/90	5.694966e-01	6.364962e-01	0	0	1.197996e+00	6.744746e-01	TP53BP1
GO_Biological_Process_2021	regulation of stem cell differentiation (GO:2000736)	1/91	5.735184e-01	6.400004e-01	0	0	1.184625e+00	6.586102e-01	KMT2A
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	3/321	5.763307e-01	6.421462e-01	0	0	1.005052e+00	5.538578e-01	UBB;UBC;UBA52
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	2/209	5.811393e-01	6.458569e-01	0	0	1.029563e+00	5.588106e-01	NASP;PHF8
GO_Biological_Process_2021	regulation of epithelial cell proliferation (GO:0050678)	1/93	5.814501e-01	6.458569e-01	0	0	1.158754e+00	6.283115e-01	UHRF1
GO_Biological_Process_2021	mRNA metabolic process (GO:0016071)	1/95	5.892352e-01	6.534989e-01	0	0	1.133985e+00	5.997986e-01	H2AB2
GO_Biological_Process_2021	double-strand break repair via homologous recombination (GO:0000724)	1/97	5.968761e-01	6.609579e-01	0	0	1.110248e+00	5.729385e-01	MCM2
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	3/335	6.053247e-01	6.692870e-01	0	0	9.619791e-01	4.829042e-01	CREBBP;AIRE;EP300
GO_Biological_Process_2021	positive regulation of translation (GO:0045727)	1/100	6.080733e-01	6.712981e-01	0	0	1.076440e+00	5.354856e-01	RPL26
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	1/101	6.117366e-01	6.743112e-01	0	0	1.065622e+00	5.237035e-01	ATRX
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	1/102	6.153657e-01	6.752189e-01	0	0	1.055017e+00	5.122516e-01	UBB
GO_Biological_Process_2021	cell junction assembly (GO:0034329)	1/102	6.153657e-01	6.752189e-01	0	0	1.055017e+00	5.122516e-01	ACTB
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	1/102	6.153657e-01	6.752189e-01	0	0	1.055017e+00	5.122516e-01	BARD1
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	1/103	6.189612e-01	6.781335e-01	0	0	1.044621e+00	5.011181e-01	ACTB
GO_Biological_Process_2021	positive regulation of cellular metabolic process (GO:0031325)	1/105	6.260520e-01	6.848630e-01	0	0	1.024428e+00	4.797621e-01	UHRF1
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	1/106	6.295481e-01	6.876456e-01	0	0	1.014620e+00	4.695186e-01	KAT2B
GO_Biological_Process_2021	response to calcium ion (GO:0051592)	1/107	6.330116e-01	6.903843e-01	0	0	1.004997e+00	4.595516e-01	LCE1D
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	2/231	6.356576e-01	6.922244e-01	0	0	9.296089e-01	4.212013e-01	KDM4A;EP300
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	1/110	6.432102e-01	6.993942e-01	0	0	9.771882e-01	4.312172e-01	DAXX
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	1/111	6.465467e-01	7.019650e-01	0	0	9.682555e-01	4.222658e-01	SMARCA4
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	1/114	6.563711e-01	7.115614e-01	0	0	9.424061e-01	3.967803e-01	DAXX
GO_Biological_Process_2021	regulation of protein-containing complex assembly (GO:0043254)	1/116	6.627693e-01	7.174204e-01	0	0	9.259224e-01	3.808581e-01	EP300
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	4/485	6.637693e-01	7.174273e-01	0	0	8.833703e-01	3.620234e-01	BARD1;UBB;UBC;UBA52
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	1/117	6.659238e-01	7.186801e-01	0	0	9.178938e-01	3.731973e-01	EP300
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	1/118	6.690490e-01	7.209752e-01	0	0	9.100023e-01	3.657281e-01	ACTB
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	1/121	6.782511e-01	7.298023e-01	0	0	8.871171e-01	3.444123e-01	TP53BP1
GO_Biological_Process_2021	circulatory system development (GO:0072359)	1/126	6.930259e-01	7.445903e-01	0	0	8.514162e-01	3.122041e-01	KAT2B
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	1/129	7.015647e-01	7.515278e-01	0	0	8.313345e-01	2.946600e-01	RPL26
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	1/129	7.015647e-01	7.515278e-01	0	0	8.313345e-01	2.946600e-01	KAT2B
GO_Biological_Process_2021	Golgi organization (GO:0007030)	1/130	7.043582e-01	7.534024e-01	0	0	8.248481e-01	2.890831e-01	PRMT5
GO_Biological_Process_2021	central nervous system development (GO:0007417)	2/268	7.146416e-01	7.632711e-01	0	0	7.987905e-01	2.683729e-01	BPTF;PHF8
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	1/148	7.504179e-01	8.002979e-01	0	0	7.231844e-01	2.076444e-01	RPS2
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	1/152	7.596415e-01	8.089398e-01	0	0	7.038840e-01	1.935038e-01	MACROH2A1
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	1/153	7.618940e-01	8.101435e-01	0	0	6.992176e-01	1.901507e-01	SMARCA4
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	1/154	7.641254e-01	8.113214e-01	0	0	6.946123e-01	1.868669e-01	DAXX
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	1/156	7.685261e-01	8.147957e-01	0	0	6.855798e-01	1.805000e-01	CREBBP
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	1/158	7.728451e-01	8.181733e-01	0	0	6.767774e-01	1.743897e-01	EHMT2
GO_Biological_Process_2021	heart development (GO:0007507)	1/164	7.853270e-01	8.298678e-01	0	0	6.516664e-01	1.574785e-01	KAT2B
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/165	7.873400e-01	8.298678e-01	0	0	6.476599e-01	1.548523e-01	MLLT3
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	1/165	7.873400e-01	8.298678e-01	0	0	6.476599e-01	1.548523e-01	EP300
GO_Biological_Process_2021	cellular protein-containing complex assembly (GO:0034622)	1/168	7.932669e-01	8.348960e-01	0	0	6.359281e-01	1.472781e-01	CENPA
GO_Biological_Process_2021	neuron projection development (GO:0031175)	1/171	7.990295e-01	8.397369e-01	0	0	6.246105e-01	1.401360e-01	UBB
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	2/323	8.052405e-01	8.450344e-01	0	0	6.600637e-01	1.429792e-01	H2AZ1;ACTB
GO_Biological_Process_2021	mitochondrion organization (GO:0007005)	1/175	8.064651e-01	8.450911e-01	0	0	6.101274e-01	1.312351e-01	SIRT5
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	1/177	8.100796e-01	8.476486e-01	0	0	6.031327e-01	1.270334e-01	TP53BP1
GO_Biological_Process_2021	regulation of translation (GO:0006417)	1/178	8.118617e-01	8.476749e-01	0	0	5.996946e-01	1.249915e-01	RPL26
GO_Biological_Process_2021	protein stabilization (GO:0050821)	1/179	8.136270e-01	8.476749e-01	0	0	5.962952e-01	1.229878e-01	EP300
GO_Biological_Process_2021	RNA processing (GO:0006396)	1/179	8.136270e-01	8.476749e-01	0	0	5.962952e-01	1.229878e-01	H2AB2
GO_Biological_Process_2021	positive regulation of cellular biosynthetic process (GO:0031328)	1/180	8.153759e-01	8.482730e-01	0	0	5.929337e-01	1.210213e-01	RPL26
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	2/336	8.225473e-01	8.545024e-01	0	0	6.339495e-01	1.238416e-01	TNPO1;IPO4
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	3/482	8.291833e-01	8.601585e-01	0	0	6.617270e-01	1.239508e-01	UBB;UBC;UBA52
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	1/191	8.335692e-01	8.611445e-01	0	0	5.582930e-01	1.016309e-01	MLLT3
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	2/345	8.337120e-01	8.611445e-01	0	0	6.170300e-01	1.122176e-01	TP53BP1;MACROH2A1
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	2/345	8.337120e-01	8.611445e-01	0	0	6.170300e-01	1.122176e-01	RBBP5;WDR5
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	4/625	8.368803e-01	8.631823e-01	0	0	6.792660e-01	1.209597e-01	H3-5;RPS6;DOT1L;HDGFL2
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	1/198	8.442064e-01	8.694964e-01	0	0	5.382631e-01	9.115933e-02	CREBBP
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	1/214	8.660484e-01	8.907222e-01	0	0	4.974242e-01	7.153679e-02	DAXX
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	1/219	8.722278e-01	8.958015e-01	0	0	4.858914e-01	6.642362e-02	H2AZ1
GO_Biological_Process_2021	axonogenesis (GO:0007409)	1/240	8.952313e-01	9.181208e-01	0	0	4.427231e-01	4.899755e-02	ACTB
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	9.073553e-01	9.275663e-01	0	0	4.196053e-01	4.079452e-02	MLLT3
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	1/253	9.073553e-01	9.275663e-01	0	0	4.196053e-01	4.079452e-02	DAXX
GO_Biological_Process_2021	organelle assembly (GO:0070925)	2/425	9.082956e-01	9.275663e-01	0	0	4.982783e-01	4.792713e-02	CENPA;RPS23
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	1/258	9.116374e-01	9.296641e-01	0	0	4.113366e-01	3.805397e-02	MACROH2A1
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	1/266	9.180829e-01	9.349166e-01	0	0	3.987557e-01	3.408069e-02	DAXX
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	1/274	9.240606e-01	9.396785e-01	0	0	3.869122e-01	3.055740e-02	PRMT5
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	2/474	9.371465e-01	9.516453e-01	0	0	4.454219e-01	2.891484e-02	RPS6;DOT1L
GO_Biological_Process_2021	mRNA processing (GO:0006397)	1/300	9.406493e-01	9.538606e-01	0	0	3.527976e-01	2.158589e-02	H2AB2
GO_Biological_Process_2021	cilium assembly (GO:0060271)	1/314	9.480327e-01	9.599995e-01	0	0	3.367758e-01	1.797247e-02	TNPO1
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	2/546	9.644490e-01	9.727549e-01	0	0	3.850304e-01	1.393746e-02	RPS15;EP300
GO_Biological_Process_2021	ubiquitin-dependent protein catabolic process (GO:0006511)	1/354	9.644647e-01	9.727549e-01	0	0	2.980017e-01	1.078230e-02	UHRF1
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	5/1025	9.646711e-01	9.727549e-01	0	0	5.089914e-01	1.830743e-02	BRD2;RBBP5;WDR5;SIRT5;UBA52
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1/371	9.697724e-01	9.765351e-01	0	0	2.840614e-01	8.718940e-03	DAXX
GO_Biological_Process_2021	phosphorylation (GO:0016310)	1/400	9.770694e-01	9.820078e-01	0	0	2.630224e-01	6.101498e-03	BRD2
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/404	9.779275e-01	9.820078e-01	0	0	2.603581e-01	5.811139e-03	ACTB
GO_Biological_Process_2021	organelle organization (GO:0006996)	1/420	9.810520e-01	9.837771e-01	0	0	2.502096e-01	4.786476e-03	SIRT5
GO_Biological_Process_2021	nervous system development (GO:0007399)	1/447	9.853586e-01	9.867252e-01	0	0	2.347352e-01	3.462266e-03	EP300
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	1/496	9.908383e-01	9.908383e-01	0	0	2.109637e-01	1.941695e-03	BRD2
