Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	1/36	3.572084e-01	4.590418e-01	3.426849e+00	3.527722e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RHO_GTPASE_CYCLE	1/450	9.963392e-01	9.996595e-01	2.623435e-01	9.621577e-04	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RHO_GTPASE_EFFECTORS	55/323	1.709118e-48	2.065184e-47	2.438279e+01	2.681817e+03	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;ACTB;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;CENPA;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;CENPN;H2AC4;H2AX;H3C4;H2BC9;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	3/32	6.800963e-03	2.047349e-02	9.743599e+00	4.862729e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	49/78	1.129449e-76	2.729503e-75	1.912952e+02	3.345270e+04	H4C5;H2AC17;H2AZ2;H3C14;RPS2;PRMT5;H4C11;H3C6;H2AC6;H2AC15;H3C13;H3C3;H3C1;SMARCA4;H2AC11;H2AC21;H4C2;H3C2;H4C13;DNMT3A;WDR5;H2AC20;H4C16;H4C15;H4C6;H2AC18;H2AC12;H4C12;H4C14;H3C11;H2AC1;H2AC16;H3C7;H4C3;H3C15;H2AC19;H3C10;H2AX;H2AC4;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4;H2AC7;H2AC13;PBRM1;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	3/81	7.624590e-02	1.470819e-01	3.648326e+00	9.390032e+00	SUPT16H;SSRP1;MLLT3
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	81/1387	6.223351e-37	6.369783e-36	8.821599e+00	7.354332e+02	H2BC6;DAXX;PRMT5;H4C11;EHMT2;H2BC14;H2AC20;CREBBP;CBX6;H2BC10;EP300;H3C10;BARD1;H2AC4;UBA52;H2BC17;H2BC13;H2AC8;SUPT16H;H2BC12;UBC;H3C14;CBX5;H2BC3;KMT2A;CBX3;H3C3;SMARCA4;H3-3B;H3C2;H4C13;H4C15;CBX2;H3C11;H2AC19;H3C12;BRD2;H4C1;L3MBTL1;H2AZ2;H2BC5;H2BC4;H2BC11;ATAD2;H2AC6;H2BC8;H3C13;H2BC15;CHD4;H4C2;H4C16;MLLT3;UBB;SSRP1;H4C12;H3C7;H2BC21;H3C15;H4C9;H4C4;H2AC7;PBRM1;H4C5;TRIM33;RBBP5;BRPF1;KMT5A;H3C6;H3C1;H2BC26;H2BC7;WDR5;H4C6;H2AC18;H4C14;H4C3;H2AX;H3C4;H3C8;KAT2B;H2BC9
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	53/90	6.771711e-81	2.356556e-79	1.682283e+02	3.105438e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;CBX3;H3C3;H3C13;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	56/110	1.293573e-80	4.328493e-79	1.253753e+02	2.306271e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;CBX3;H3C3;H3C13;H2BC15;H3C1;EHMT2;H2BC14;CHD4;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;KAT2B;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	3/47	1.947486e-02	4.772713e-02	6.452068e+00	2.541231e+01	CHD4;KAT2B;EHMT2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	2/18	1.986971e-02	4.842197e-02	1.237984e+01	4.851114e+01	CREBBP;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	2/60	1.658849e-01	2.619235e-01	3.480905e+00	6.253310e+00	RPS6;RPS2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RRNA_PROCESSING	31/205	2.296815e-25	1.850212e-24	1.767401e+01	1.002702e+03	RPS4Y1;RPL26;RPL7;RPS8;RPS23;RPS2;RPL32;RPS6;RPL21;RPL10L;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;RPL36AL;RPL26L1;RPL8;RPL7A;RPL35;UBA52;RPL29
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RSV_HOST_INTERACTIONS	6/98	1.249686e-03	5.056870e-03	5.850707e+00	3.911117e+01	EP300;UBB;UBA52;UBC;H2BC15;CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	5/37	8.044717e-05	4.697251e-04	1.406594e+01	1.326124e+02	EP300;CBX6;SMARCA4;CBX2;PBRM1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	57/96	1.475465e-87	7.550907e-86	1.778387e+02	3.555634e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;RBBP5;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;KMT2A;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;WDR5;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;KAT2B;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	56/129	1.795299e-75	3.904775e-74	9.283436e+01	1.597760e+04	H4C5;H2AZ2;H2BC12;H2BC6;UBC;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;KMT2A;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;UBA52;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	1/7	8.225912e-02	1.555770e-01	1.875606e+01	4.685042e+01	CREBBP
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	3/14	5.860152e-04	2.683333e-03	2.502775e+01	1.862607e+02	CREBBP;KAT2B;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_RUNX3_REGULATES_P14_ARF	2/10	6.228773e-03	1.901415e-02	2.404567e+01	1.221178e+02	EP300;BRD2
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES	3/41	1.349783e-02	3.558519e-02	7.460901e+00	3.212087e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_1_HOST_INTERACTIONS	14/98	1.236157e-11	8.888068e-11	1.504078e+01	3.777708e+02	RPS18;RPS4Y1;EP300;UBB;RPS8;RPS24;UBA52;UBC;RPS23;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_1_INFECTION	14/143	2.098911e-09	1.437837e-08	9.781432e+00	1.954511e+02	RPS18;RPS4Y1;EP300;UBB;RPS8;RPS24;UBA52;UBC;RPS23;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	10/37	1.444343e-11	1.029982e-10	3.275515e+01	8.175942e+02	RPS18;RPS4Y1;RPS8;RPS24;RPS23;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	1/16	1.782105e-01	2.739278e-01	7.860215e+00	1.355722e+01	EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	4/126	6.810819e-02	1.346685e-01	3.014379e+00	8.098606e+00	CREBBP;UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_2_HOST_INTERACTIONS	14/204	1.954321e-07	1.297908e-06	6.619072e+00	1.022518e+02	RPS18;RPS4Y1;UBB;RPS8;RPS24;UBA52;UBC;RPS23;CREBBP;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_2_INFECTION	14/299	1.760490e-05	1.117976e-04	4.385146e+00	4.800566e+01	RPS18;RPS4Y1;UBB;RPS8;RPS24;UBA52;UBC;RPS23;CREBBP;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	10/51	4.575978e-10	3.184881e-09	2.168273e+01	4.662878e+02	RPS18;RPS4Y1;RPS8;RPS24;RPS23;RPS17;FAU;RPS2;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SARS_COV_INFECTIONS	16/471	2.075541e-04	1.094376e-03	3.128289e+00	2.652826e+01	RPS18;RPS4Y1;EP300;UBB;RPS8;RPS24;UBA52;UBC;RPS23;CREBBP;RPS17;FAU;RPS2;CHD4;RPS6;RPS15
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	3/55	2.937468e-02	6.760838e-02	5.465653e+00	1.928076e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	3/60	3.667835e-02	8.119634e-02	4.988529e+00	1.648993e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SELECTIVE_AUTOPHAGY	3/90	9.719219e-02	1.754299e-01	3.270881e+00	7.624637e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SELENOAMINO_ACID_METABOLISM	31/118	2.820363e-33	2.696391e-32	3.547648e+01	2.658907e+03	RPS4Y1;RPL26;RPL7;RPS8;RPS23;RPS2;RPL32;RPS6;RPL21;RPL10L;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;RPL36AL;RPL26L1;RPL8;RPL7A;RPL35;UBA52;RPL29
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	56/111	2.589727e-80	8.046653e-79	1.231071e+02	2.256003e+04	H4C5;H2AZ2;H2BC12;H2BC6;UBC;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;EHMT2;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;UBA52;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SENSORY_PERCEPTION	1/636	9.996595e-01	9.996595e-01	1.829233e-01	6.229636e-05	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SENSORY_PROCESSING_OF_SOUND	1/77	6.119720e-01	6.713942e-01	1.585409e+00	7.785449e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	1/55	4.911746e-01	5.667399e-01	2.229027e+00	1.584739e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	5/191	8.435550e-02	1.588513e-01	2.423221e+00	5.991936e+00	CENPN;UBB;UBA52;UBC;CENPA
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_ALK	2/30	5.138904e-02	1.085157e-01	7.160916e+00	2.125596e+01	EP300;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_ALK_IN_CANCER	5/93	5.553285e-03	1.769728e-02	5.144042e+00	2.671489e+01	UBB;UBA52;UBC;RPS6;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	2/65	1.876978e-01	2.853054e-01	3.205628e+00	5.362766e+00	ACTB;TRIM24
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS	3/31	6.218311e-03	1.901415e-02	1.008623e+01	5.124062e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_CSF3_G_CSF	3/30	5.666633e-03	1.773371e-02	1.045377e+01	5.407904e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	1/18	1.981399e-01	2.946696e-01	6.960875e+00	1.126814e+01	TRIM24
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_EGFR	3/53	2.669267e-02	6.242641e-02	5.682958e+00	2.059144e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_EGFR_IN_CANCER	3/25	3.356160e-03	1.163291e-02	1.278156e+01	7.281601e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_ERBB2	3/50	2.292825e-02	5.465091e-02	6.043225e+00	2.281550e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_ERBB4	3/58	3.365480e-02	7.526908e-02	5.169063e+00	1.753139e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR	3/89	9.475885e-02	1.721090e-01	3.308941e+00	7.797255e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR1	3/52	2.540334e-02	6.005681e-02	5.798195e+00	2.129604e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	1/38	3.728195e-01	4.721295e-01	3.243604e+00	3.200337e+00	TRIM24
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR2	3/73	5.954961e-02	1.216154e-01	4.064735e+00	1.146640e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR3	3/40	1.262109e-02	3.368204e-02	7.660426e+00	3.349434e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR4	3/41	1.349783e-02	3.558519e-02	7.460901e+00	3.212087e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1/63	5.389067e-01	6.136765e-01	1.942559e+00	1.200915e+00	TRIM24
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_HEDGEHOG	3/150	2.762686e-01	3.839515e-01	1.931699e+00	2.484902e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_INTERLEUKINS	17/473	6.581834e-05	3.922052e-04	3.332357e+00	3.208597e+01	H3C15;H3C10;H3C6;UBB;H3C4;H3C13;UBA52;UBC;H3C3;H3C12;H3C14;H3C1;SMARCA4;H3C8;H3C11;H3C2;H3C7
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_MET	3/79	7.189509e-02	1.402438e-01	3.744264e+00	9.856951e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	1/45	4.245491e-01	5.180332e-01	2.731957e+00	2.340543e+00	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH	58/246	4.070833e-60	5.902707e-59	3.783798e+01	5.174391e+03	H4C5;H2AZ2;H2BC12;H2BC6;UBC;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;CREBBP;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H3C4;H2BC9;UBA52;H3C12;H3C8;H4C1;H4C9;KAT2B;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH1	6/74	2.795172e-04	1.413837e-03	7.914691e+00	6.476154e+01	EP300;UBB;UBC;UBA52;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	3/15	7.259833e-04	3.239002e-03	2.302383e+01	1.664159e+02	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER	6/58	7.169851e-05	4.243381e-04	1.033905e+01	9.866601e+01	EP300;UBB;UBC;UBA52;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH2	4/33	6.605545e-04	3.008809e-03	1.260411e+01	9.229269e+01	UBB;EP300;UBC;UBA52
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH3	6/49	2.711576e-05	1.685051e-04	1.248650e+01	1.313004e+02	EP300;UBB;UBC;UBA52;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NOTCH4	6/82	4.877060e-04	2.306001e-03	7.082802e+00	5.401202e+01	EP300;UBB;UBA52;UBC;CREBBP;KAT2B
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NTRKS	2/134	4.878270e-01	5.651259e-01	1.528416e+00	1.097088e+00	CHD4;EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	56/296	3.946100e-52	5.048687e-51	2.801955e+01	3.316441e+03	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;CREBBP;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H3C4;H2BC9;H3C12;H3C8;H4C1;H4C9;KAT2B;H4C4;H2BC17;KDM4A;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_PTK6	3/54	2.801647e-02	6.517201e-02	5.572196e+00	1.992039e+01	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	7/532	4.726729e-01	5.534663e-01	1.157198e+00	8.671481e-01	EP300;UBB;UBA52;UBC;CHD4;ACTB;DNMT1
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	55/720	1.375574e-29	1.184900e-28	9.543090e+00	6.341965e+02	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;ACTB;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;H4C15;H4C6;H2AC18;H4C12;H4C14;CENPA;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;CENPN;H2AC4;H2AX;H3C4;H2BC9;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	33/218	5.332290e-27	4.418183e-26	1.792973e+01	1.084677e+03	RPS4Y1;RPL26;RPL7;RPS8;UBC;RPS23;RPS2;RPL32;RPS6;RPL21;RPL10L;RPS15;RPL24;RPS18;RPL31;RPL17;RPL34;RPS24;RPL36;RPS17;FAU;RPL15;RPL3L;RPL27;RPL35A;UBB;RPL36AL;RPL26L1;RPL8;RPL7A;RPL35;UBA52;RPL29
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_TGFBR3	1/49	4.521808e-01	5.374280e-01	2.505898e+00	1.988864e+00	EP300
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	5/161	4.715514e-02	1.007985e-01	2.894225e+00	8.839866e+00	EP300;UBB;TRIM33;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	5/94	5.808752e-03	1.811331e-02	5.086188e+00	2.618568e+01	EP300;UBB;TRIM33;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	3/166	3.295341e-01	4.337287e-01	1.740582e+00	1.932177e+00	UBB;UBA52;UBC
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_VEGF	1/106	7.287229e-01	7.731572e-01	1.147133e+00	3.630237e-01	ACTB
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIGNALING_BY_WNT	62/330	6.513493e-58	9.139901e-57	2.927997e+01	3.855470e+03	H4C5;H3-4;PYGO2;H2AZ2;H2BC12;H2BC6;UBC;H3C14;RBBP5;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;PYGO1;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;SMARCA4;H2BC14;H3-3B;H4C2;H3C2;H4C13;H2BC26;H2BC7;H2AC20;H4C16;UBB;CREBBP;H4C15;H4C6;H2AC18;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;EP300;H3C10;H2AC19;H2AC4;H2AX;H3C4;H2BC9;UBA52;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	52/67	1.318482e-89	8.823690e-88	3.965836e+02	8.116225e+04	H4C5;H2AZ2;H2BC12;H2BC6;H3C14;H2BC3;H2BC5;H2BC4;H2BC11;H4C11;H3C6;H2AC6;H2BC8;H3C13;H3C3;H2BC15;H3C1;H2BC14;H3-3B;H4C2;H2BC26;H3C2;H4C13;H2BC7;H2AC20;H4C16;H4C15;H2AC18;H4C6;H4C12;H4C14;H3C11;H2BC10;H3C7;H4C3;H2BC21;H3C15;H2AC19;H3C10;H2AX;H2AC4;H2BC9;H3C4;H3C12;H3C8;H4C1;H4C9;H4C4;H2BC17;H2AC7;H2BC13;H2AC8
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	4/36	9.242689e-04	3.884608e-03	1.143811e+01	7.991243e+01	UBB;EP300;UBC;UBA52
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SNRNP_ASSEMBLY	1/54	4.848727e-01	5.624524e-01	2.270860e+00	1.643804e+00	PRMT5
c2.cp.v2024.1.Hs.symbols.gmt	REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	3/16	8.855502e-04	3.758189e-03	2.131678e+01	1.498421e+02	UBB;UBA52;UBC
