Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",1/28,0.2303315301208746,0.3654931093346625,0,0,3.9613613613613614,5.816211666758829,KMT5A
GO_Biological_Process_2021,"regulation of DNA-templated transcription, elongation (GO:0032784)",1/28,0.2303315301208746,0.3654931093346625,0,0,3.9613613613613614,5.816211666758829,SUPT16H
GO_Biological_Process_2021,macromolecule catabolic process (GO:0009057),1/28,0.2303315301208746,0.3654931093346625,0,0,3.9613613613613614,5.816211666758829,TRIM24
GO_Biological_Process_2021,establishment of mitotic spindle localization (GO:0040001),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,CENPA
GO_Biological_Process_2021,regulation of ubiquitin-protein transferase activity (GO:0051438),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,RPS2
GO_Biological_Process_2021,response to cadmium ion (GO:0046686),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,DAXX
GO_Biological_Process_2021,regulation of gluconeogenesis (GO:0006111),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,EP300
GO_Biological_Process_2021,limb development (GO:0060173),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,KAT2B
GO_Biological_Process_2021,protein ADP-ribosylation (GO:0006471),1/29,0.2374994715964886,0.3719622960795332,0,0,3.81969111969112,5.491149299794909,SIRT5
GO_Biological_Process_2021,establishment of spindle orientation (GO:0051294),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,CENPA
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,DAXX
GO_Biological_Process_2021,positive regulation of DNA recombination (GO:0045911),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,TP53BP1
GO_Biological_Process_2021,maintenance of blood-brain barrier (GO:0035633),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,ACTB
GO_Biological_Process_2021,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,RPS8
GO_Biological_Process_2021,peptidyl-lysine trimethylation (GO:0018023),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,KMT2A
GO_Biological_Process_2021,regulation of protein localization to membrane (GO:1905475),1/30,0.2446010133996292,0.3758548135654108,0,0,3.6877912395153776,5.192878092590616,ACTB
GO_Biological_Process_2021,positive regulation of cell growth (GO:0030307),2/102,0.2451906055253579,0.3758548135654108,0,0,2.142826086956522,3.0122121780587308,H3-5;HDGFL2
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),2/102,0.2451906055253579,0.3758548135654108,0,0,2.142826086956522,3.0122121780587308,UHRF1;RPL26
GO_Biological_Process_2021,mitotic sister chromatid segregation (GO:0000070),2/102,0.2451906055253579,0.3758548135654108,0,0,2.142826086956522,3.0122121780587308,KMT5A;PHF8
GO_Biological_Process_2021,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),1/31,0.251636767276824,0.3832948227296771,0,0,3.5646846846846847,4.918440107268859,TRIM33
GO_Biological_Process_2021,organelle transport along microtubule (GO:0072384),1/31,0.251636767276824,0.3832948227296771,0,0,3.5646846846846847,4.918440107268859,UBB
GO_Biological_Process_2021,positive regulation of ubiquitin-protein transferase activity (GO:0051443),1/31,0.251636767276824,0.3832948227296771,0,0,3.5646846846846847,4.918440107268859,RPS2
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),9/742,0.2546412471265311,0.3855116809240911,0,0,1.3236293846972045,1.81059210377594,BARD1;ING4;CREBBP;DAXX;UBB;RPS6;UBC;TRIM24;UBA52
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),3/188,0.2549561666486708,0.3855116809240911,0,0,1.7393885688967656,2.377159120065369,UBB;UBC;UBA52
GO_Biological_Process_2021,negative regulation of double-strand break repair (GO:2000780),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,TP53BP1
GO_Biological_Process_2021,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,SMARCA4
GO_Biological_Process_2021,hematopoietic progenitor cell differentiation (GO:0002244),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,MLLT3
GO_Biological_Process_2021,regulation of cellular biosynthetic process (GO:0031326),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,SIRT5
GO_Biological_Process_2021,cellular response to topologically incorrect protein (GO:0035967),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,DAXX
GO_Biological_Process_2021,positive regulation of telomere maintenance (GO:0032206),1/32,0.2586073394296798,0.3855116809240911,0,0,3.4495204882301658,4.665284776164362,ATRX
GO_Biological_Process_2021,regulation of cell cycle process (GO:0010564),2/106,0.2589656028368202,0.3855116809240911,0,0,2.0599916387959865,2.783172372896656,L3MBTL1;PRMT5
GO_Biological_Process_2021,small GTPase mediated signal transduction (GO:0007264),2/106,0.2589656028368202,0.3855116809240911,0,0,2.0599916387959865,2.783172372896656,DNMT1;SETDB1
GO_Biological_Process_2021,protein localization to nucleus (GO:0034504),2/106,0.2589656028368202,0.3855116809240911,0,0,2.0599916387959865,2.783172372896656,TNPO1;IPO4
GO_Biological_Process_2021,signal transduction by p53 class mediator (GO:0072331),1/33,0.2655133305030405,0.393635779513748,0,0,3.341554054054054,4.431202185800747,ATRX
GO_Biological_Process_2021,regulation of histone acetylation (GO:0035065),1/33,0.2655133305030405,0.393635779513748,0,0,3.341554054054054,4.431202185800747,KMT2A
GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),2/109,0.2693047545013112,0.3978122808492533,0,0,2.001930109711499,2.626355381934659,DAXX;UBB
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),3/194,0.2699834039004627,0.3978122808492533,0,0,1.6842331130375074,2.20532606151805,KDM4A;DNMT1;SETDB1
GO_Biological_Process_2021,regulation of programmed cell death (GO:0043067),3/194,0.2699834039004627,0.3978122808492533,0,0,1.6842331130375074,2.20532606151805,CREBBP;DAXX;TRIM24
GO_Biological_Process_2021,regulation of transmembrane transport (GO:0034762),1/34,0.2723553355990256,0.3980577981831912,0,0,3.24013104013104,4.214268934435581,ACTB
GO_Biological_Process_2021,positive regulation of DNA binding (GO:0043388),1/34,0.2723553355990256,0.3980577981831912,0,0,3.24013104013104,4.214268934435581,H1-0
GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),1/34,0.2723553355990256,0.3980577981831912,0,0,3.24013104013104,4.214268934435581,SMARCA4
GO_Biological_Process_2021,regulation of keratinocyte differentiation (GO:0045616),1/34,0.2723553355990256,0.3980577981831912,0,0,3.24013104013104,4.214268934435581,MACROH2A1
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),7/566,0.2751229149017145,0.4012903930485614,0,0,1.347028312729235,1.738390305838128,ING4;KAT2B;PBRM1;H2AC6;H2AC4;ING1;SMARCA4
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),2/111,0.2761967030959444,0.4020443944259514,0,0,1.964998005584364,2.5282489142514466,MACROH2A1;ACTB
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),5/379,0.2779104541706261,0.4029964149658137,0,0,1.4358731940792389,1.8385729125087744,ING4;KAT2B;PBRM1;H2AC6;H2AC4
GO_Biological_Process_2021,positive regulation of immunoglobulin production (GO:0002639),1/35,0.2791339443699329,0.4029964149658137,0,0,3.1446740858505566,4.0128038990244805,TP53BP1
GO_Biological_Process_2021,negative regulation of organelle assembly (GO:1902116),1/35,0.2791339443699329,0.4029964149658137,0,0,3.1446740858505566,4.0128038990244805,KAT2B
GO_Biological_Process_2021,maturation of SSU-rRNA (GO:0030490),1/35,0.2791339443699329,0.4029964149658137,0,0,3.1446740858505566,4.0128038990244805,RPS8
GO_Biological_Process_2021,protein-containing complex subunit organization (GO:0043933),2/112,0.279641556645253,0.4029964149658137,0,0,1.9470355731225295,2.481003557941422,CREBBP;KMT2A
GO_Biological_Process_2021,negative regulation of cellular protein localization (GO:1903828),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,MACROH2A1
GO_Biological_Process_2021,retina homeostasis (GO:0001895),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,ACTB
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,EP300
GO_Biological_Process_2021,cellular response to heat (GO:0034605),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,DAXX
GO_Biological_Process_2021,embryonic limb morphogenesis (GO:0030326),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,CREBBP
GO_Biological_Process_2021,platelet aggregation (GO:0070527),1/36,0.2858497411192515,0.4070680731520701,0,0,3.054671814671815,3.825331872183724,ACTB
GO_Biological_Process_2021,cellular response to lectin (GO:1990858),2/115,0.2899682784754525,0.4105041118809348,0,0,1.8950557906887264,2.346048267681798,CREBBP;EP300
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway (GO:0002223),2/115,0.2899682784754525,0.4105041118809348,0,0,1.8950557906887264,2.346048267681798,CREBBP;EP300
GO_Biological_Process_2021,positive regulation of protein metabolic process (GO:0051247),2/115,0.2899682784754525,0.4105041118809348,0,0,1.8950557906887264,2.346048267681798,BARD1;UHRF1
GO_Biological_Process_2021,regulation of transport (GO:0051049),1/37,0.2925033047389258,0.4124753633232508,0,0,2.9696696696696696,3.650553494698397,ACTB
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),1/37,0.2925033047389258,0.4124753633232508,0,0,2.9696696696696696,3.650553494698397,DNMT1
GO_Biological_Process_2021,response to estradiol (GO:0032355),1/38,0.2990952088264429,0.4193140597527995,0,0,2.8892622352081814,3.487320252610508,H2AZ1
GO_Biological_Process_2021,spliceosomal snRNP assembly (GO:0000387),1/38,0.2990952088264429,0.4193140597527995,0,0,2.8892622352081814,3.487320252610508,PRMT5
GO_Biological_Process_2021,DNA replication initiation (GO:0006270),1/38,0.2990952088264429,0.4193140597527995,0,0,2.8892622352081814,3.487320252610508,MCM2
GO_Biological_Process_2021,regulation of cellular response to stress (GO:0080135),2/118,0.3002776139835818,0.4201558862328412,0,0,1.8457646176911544,2.2205431591290967,CREBBP;EP300
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),2/119,0.3037089917356542,0.423535484995458,0,0,1.8298959494611668,2.1806601036363373,CREBBP;EP300
GO_Biological_Process_2021,protein monoubiquitination (GO:0006513),1/39,0.3056260217210992,0.423535484995458,0,0,2.813086770981508,3.33461357967563,UHRF1
GO_Biological_Process_2021,negative regulation of cellular metabolic process (GO:0031324),1/39,0.3056260217210992,0.423535484995458,0,0,2.813086770981508,3.33461357967563,SIRT5
GO_Biological_Process_2021,replication fork processing (GO:0031297),1/39,0.3056260217210992,0.423535484995458,0,0,2.813086770981508,3.33461357967563,ATRX
GO_Biological_Process_2021,regulation of cellular component biogenesis (GO:0044087),1/39,0.3056260217210992,0.423535484995458,0,0,2.813086770981508,3.33461357967563,SPTY2D1
GO_Biological_Process_2021,innate immune response (GO:0045087),4/302,0.3094271046830817,0.4279815509218103,0,0,1.4393391843056274,1.6883919881089025,H2BC12;H2BC10;H2BC21;H2BC11
GO_Biological_Process_2021,positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),1/40,0.3120963065788773,0.4292067301903798,0,0,2.7408177408177408,3.1915273039559704,UBB
GO_Biological_Process_2021,intraciliary transport involved in cilium assembly (GO:0035735),1/40,0.3120963065788773,0.4292067301903798,0,0,2.7408177408177408,3.1915273039559704,TNPO1
GO_Biological_Process_2021,stem cell differentiation (GO:0048863),1/40,0.3120963065788773,0.4292067301903798,0,0,2.7408177408177408,3.1915273039559704,MLLT3
GO_Biological_Process_2021,regulation of response to DNA damage stimulus (GO:2001020),1/41,0.3185066213669563,0.4363601150416365,0,0,2.672162162162162,3.057252835664045,KMT5A
GO_Biological_Process_2021,regulation of mitochondrial membrane potential (GO:0051881),1/41,0.3185066213669563,0.4363601150416365,0,0,2.672162162162162,3.057252835664045,UBB
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),2/125,0.3242270939233818,0.4425417521410479,0,0,1.7401025097207494,1.9598967745153808,BARD1;EP300
GO_Biological_Process_2021,positive regulation of ATPase activity (GO:0032781),1/42,0.3248575188847028,0.4425417521410479,0,0,2.606855636123929,2.9310666121133004,UHRF1
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),1/42,0.3248575188847028,0.4425417521410479,0,0,2.606855636123929,2.9310666121133004,AIRE
GO_Biological_Process_2021,negative regulation of cell growth (GO:0030308),2/126,0.3276329420029955,0.4454820793336398,0,0,1.7259817671809257,1.9259563905298736,ING1;SMARCA4
GO_Biological_Process_2021,regulation of purine nucleotide metabolic process (GO:1900542),1/43,0.3311495470276412,0.4468971457083307,0,0,2.5446589446589445,2.8123194095927024,EP300
GO_Biological_Process_2021,regulation of carbohydrate catabolic process (GO:0043470),1/43,0.3311495470276412,0.4468971457083307,0,0,2.5446589446589445,2.8123194095927024,EP300
GO_Biological_Process_2021,substantia nigra development (GO:0021762),1/43,0.3311495470276412,0.4468971457083307,0,0,2.5446589446589445,2.8123194095927024,ACTB
GO_Biological_Process_2021,DNA-dependent DNA replication maintenance of fidelity (GO:0045005),1/43,0.3311495470276412,0.4468971457083307,0,0,2.5446589446589445,2.8123194095927024,ATRX
GO_Biological_Process_2021,microtubule cytoskeleton organization involved in mitosis (GO:1902850),2/128,0.3344308149375227,0.4499335051480841,0,0,1.6984126984126984,1.8603143170321528,CENPN;CENPA
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),4/314,0.3346458341613867,0.4499335051480841,0,0,1.3827720666430343,1.5136964075362924,BARD1;UBB;UBC;UBA52
GO_Biological_Process_2021,homotypic cell-cell adhesion (GO:0034109),1/44,0.3373832484544355,0.4519308077627132,0,0,2.485355122564425,2.7004272145364645,ACTB
GO_Biological_Process_2021,intracellular steroid hormone receptor signaling pathway (GO:0030518),1/44,0.3373832484544355,0.4519308077627132,0,0,2.485355122564425,2.7004272145364645,DAXX
GO_Biological_Process_2021,regulation of primary metabolic process (GO:0080090),2/130,0.3412088812177087,0.4562089115540476,0,0,1.6717051630434785,1.7975184197078105,CREBBP;MACROH2A1
GO_Biological_Process_2021,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),1/45,0.3435591610418761,0.4568134701146125,0,0,2.4287469287469285,2.5948633872083406,DOT1L
GO_Biological_Process_2021,regulation of DNA repair (GO:0006282),1/45,0.3435591610418761,0.4568134701146125,0,0,2.4287469287469285,2.5948633872083406,H2AX
GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),1/45,0.3435591610418761,0.4568134701146125,0,0,2.4287469287469285,2.5948633872083406,SMARCA4
GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),2/131,0.3445899867813352,0.4573418574561103,0,0,1.6586619480957197,1.7671384607694909,DAXX;LCE1D
GO_Biological_Process_2021,regulation of DNA metabolic process (GO:0051052),1/46,0.3496778175734094,0.4615491486069499,0,0,2.3746546546546545,2.495151921207943,MPHOSPH8
GO_Biological_Process_2021,regulation of double-strand break repair via homologous recombination (GO:0010569),1/46,0.3496778175734094,0.4615491486069499,0,0,2.3746546546546545,2.495151921207943,TP53BP1
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),1/46,0.3496778175734094,0.4615491486069499,0,0,2.3746546546546545,2.495151921207943,DNMT1
GO_Biological_Process_2021,histone deacetylation (GO:0016575),1/47,0.3557397460114382,0.4669892665822879,0,0,2.3229142185663925,2.4008616168315635,MSL3
GO_Biological_Process_2021,regulation of DNA binding (GO:0051101),1/47,0.3557397460114382,0.4669892665822879,0,0,2.3229142185663925,2.4008616168315635,DOT1L
GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),1/47,0.3557397460114382,0.4669892665822879,0,0,2.3229142185663925,2.4008616168315635,DAXX
GO_Biological_Process_2021,positive regulation of DNA repair (GO:0045739),1/48,0.3617454695472433,0.471444456702364,0,0,2.2733755031627374,2.311601032930912,H2AX
GO_Biological_Process_2021,cellular response to ionizing radiation (GO:0071479),1/48,0.3617454695472433,0.471444456702364,0,0,2.2733755031627374,2.311601032930912,RPL26
GO_Biological_Process_2021,cognition (GO:0050890),1/48,0.3617454695472433,0.471444456702364,0,0,2.2733755031627374,2.311601032930912,LCE1D
GO_Biological_Process_2021,regulation of mitochondrion organization (GO:0010821),1/48,0.3617454695472433,0.471444456702364,0,0,2.2733755031627374,2.311601032930912,EP300
GO_Biological_Process_2021,apoptotic process (GO:0006915),3/231,0.3637937033876723,0.4732595564790981,0,0,1.408254242162784,1.423982077508947,ING4;EP300;MCM2
GO_Biological_Process_2021,adherens junction organization (GO:0034332),1/49,0.367695506472434,0.4749126219554515,0,0,2.2259009009009008,2.2270140992828584,ACTB
GO_Biological_Process_2021,regulation of cellular protein metabolic process (GO:0032268),1/49,0.367695506472434,0.4749126219554515,0,0,2.2259009009009008,2.2270140992828584,UHRF1
GO_Biological_Process_2021,response to unfolded protein (GO:0006986),1/49,0.367695506472434,0.4749126219554515,0,0,2.2259009009009008,2.2270140992828584,DAXX
GO_Biological_Process_2021,mitotic cytokinesis (GO:0000281),1/49,0.367695506472434,0.4749126219554515,0,0,2.2259009009009008,2.2270140992828584,CENPA
GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),2/139,0.3714238868266908,0.4788715112301264,0,0,1.561171056807363,1.546201481649737,SSRP1;MLLT3
GO_Biological_Process_2021,regulation of generation of precursor metabolites and energy (GO:0043467),1/50,0.3735903703808139,0.4805834947188248,0,0,2.1803640375068944,2.146776288649915,EP300
GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812),2/140,0.3747486253832388,0.4805834947188248,0,0,1.5497794580970383,1.5211082438133086,UBB;ACTB
GO_Biological_Process_2021,transcription initiation from RNA polymerase II promoter (GO:0006367),2/140,0.3747486253832388,0.4805834947188248,0,0,1.5497794580970383,1.5211082438133086,KAT2B;CREBBP
GO_Biological_Process_2021,regulation of smoothened signaling pathway (GO:0008589),1/51,0.3794305700900867,0.484008607076047,0,0,2.1366486486486487,2.070591270982692,CREBBP
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),1/51,0.3794305700900867,0.484008607076047,0,0,2.1366486486486487,2.070591270982692,EP300
GO_Biological_Process_2021,regulation of protein modification process (GO:0031399),1/51,0.3794305700900867,0.484008607076047,0,0,2.1366486486486487,2.070591270982692,KAT2B
GO_Biological_Process_2021,Ras protein signal transduction (GO:0007265),2/142,0.3813766297793676,0.485633027690835,0,0,1.5274844720496894,1.4724459415609978,DNMT1;SETDB1
GO_Biological_Process_2021,negative regulation of BMP signaling pathway (GO:0030514),1/52,0.3852166098083652,0.4870865013688961,0,0,2.094647588765236,1.9981879781453264,TRIM33
GO_Biological_Process_2021,negative regulation of cellular biosynthetic process (GO:0031327),1/52,0.3852166098083652,0.4870865013688961,0,0,2.094647588765236,1.9981879781453264,EP300
GO_Biological_Process_2021,negative regulation of protein-containing complex assembly (GO:0031333),1/52,0.3852166098083652,0.4870865013688961,0,0,2.094647588765236,1.9981879781453264,EP300
GO_Biological_Process_2021,plasma membrane bounded cell projection morphogenesis (GO:0120039),1/52,0.3852166098083652,0.4870865013688961,0,0,2.094647588765236,1.9981879781453264,UBB
GO_Biological_Process_2021,positive regulation of B cell activation (GO:0050871),1/53,0.3909489891741956,0.4908959481456856,0,0,2.0542619542619542,1.9293180239440568,TP53BP1
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),1/53,0.3909489891741956,0.4908959481456856,0,0,2.0542619542619542,1.9293180239440568,AIRE
GO_Biological_Process_2021,regulation of DNA replication (GO:0006275),1/53,0.3909489891741956,0.4908959481456856,0,0,2.0542619542619542,1.9293180239440568,EHMT2
GO_Biological_Process_2021,positive regulation of NIK/NF-kappaB signaling (GO:1901224),1/53,0.3909489891741956,0.4908959481456856,0,0,2.0542619542619542,1.9293180239440568,EP300
GO_Biological_Process_2021,regulation of cyclin-dependent protein kinase activity (GO:1904029),1/54,0.3966282030909291,0.4963008017879564,0,0,2.015400305966344,1.86375343111202,ACTB
GO_Biological_Process_2021,regulation of proteasomal protein catabolic process (GO:0061136),1/54,0.3966282030909291,0.4963008017879564,0,0,2.015400305966344,1.86375343111202,UBB
